inner_index,index,row_desc,row_id,eng,rus,LEN,RESTRICT,,
489,94,Menu_Howtoplay_Slide7_Des_01,ME_HOW_00073,Characters’ attributes are upgraded by eating food.,"Ешьте, чтобы улучшить черты персонажей.",51,39,,
490,88,Menu_Howtoplay_Slide6_Des_02,ME_HOW_00074,"Snacks and meals replenish some Heart Points and Gut Points, and can give player experience points. However, meals can only be consumed in restaurants and snacks can be bought to go.",Перекус и еда восстанавливают вам ОЗ и ОС. Некоторые ещё и дают очки опыта. Важное замечание: что-то на перекус можно взять с собой в дорогу.,182,141,,
491,91,Menu_Howtoplay_Slide6_Des_03,ME_HOW_00075,"Accessories usually don’t recover HP and GP but can greatly improve your character’s attributes (strength, defence, speed, willpower). When a snack is owned, a “+” sign appears beside your Heart Points.","Прочие вещи не восстанавливают ОЗ или ОС, но нехило улучшают ваши черты (мощь, защиту, скорость, решимость). Если вы взяли с собой перекус, то он отобразится значком ""+"" рядом с ОЗ.",202,181,,
492,97,Menu_Howtoplay_Slide7_Des_02,ME_HOW_00076,"When you increase Defence, your character takes less damage from hits and can absorb more hits before being stunned. This value also increases the maximum amount of Heart Points.","Улучшайте ЗАЩИТУ, чтоы ваш персонаж получал меньше урона и его сложнее было оглушить. К тому же, ЗАЩИТА влияет на макс. количество Очков Здоровья.",178,146,,
493,100,Menu_Howtoplay_Slide7_Des_03,ME_HOW_00077,"This value affects the walking speed, the running speed and how fast your character gets back up from a fall. This also affects the general speed of attacks.","Данная черта влияет на скорость ходьбы, бега и на подъём после сбивания с ног. Так же от неё зависит резвость обычных атак.",157,123,,
494,103,Menu_Howtoplay_Slide7_Des_04,ME_HOW_00078,This value increases the maximum amount of Gut Points. It also makes Super Attacks more powerful.,"Влияет на максимальное количество Очков Стойкости. Чем выше значение, тем сильнее суперудары.",97,93,,
495,106,Menu_Howtoplay_Slide7_Des_05,ME_HOW_00079,"This value affects the power of attacks and throws. The greater the number, the stronger your attacks and throws become. It also increases the probability of inflicting a critical hit.","Влияет на силу ударов и броски. Чем выше значение, тем они сильнее. И больше вероятность нанести критический удар.",184,114,,
496,109,Menu_Howtoplay_Slide8_Des_01,ME_HOW_00080,You can punch or kick interactive objects on the ground or in mid-air.,Вы можете пнуть или ударить предметы в воздухе или на земле.,70,60,,
497,112,Menu_Howtoplay_Slide8_Des_02,ME_HOW_00081,Press [X] or [Y] near an object or an enemy lying on the ground. You can’t pick up an object if you already have one.,Жмите [X] или [Y] рядом с предметом или лежачим врагом. Нести вы можете что-то одно за раз.,117,91,,
498,115,Menu_Howtoplay_Slide8_Des_03,ME_HOW_00082,Press [X]. You can strike with an object while standing on the ground or while jumping.,"Жмите [X], чтобы ударить предметом, находясь в воздухе или на земле.",87,68,,
499,118,Menu_Howtoplay_Slide8_Des_04,ME_HOW_00083,Press [Y]. You can throw an object while standing on the ground or while jumping.,"Жмите [Y], чтобы метнуть предмет, находясь в воздухе или на земле.",81,66,,
500,121,Menu_Howtoplay_Slide8_Des_05,ME_HOW_00084,Press [B] just before a flying object hits you to catch it.,"Жмите [B] перед прилётом в вас предмета, чтобы поймать его.",59,59,,
501,124,Menu_Howtoplay_Slide9_Des_01,ME_HOW_00085,Defeat as many zombies as you can and survive as long as you can.,Бейте зомбей и постарайтесь выжить как можно дольше.,65,52,,
502,127,Menu_Howtoplay_Slide9_Des_02,ME_HOW_00086,Defeat all bosses one after the other. The goal is to defeat them as quickly as possible.,Одолейте всех боссов без продыху. Главная цель — сделать это быстро.,89,68,,
503,130,Menu_Howtoplay_Slide9_Des_03,ME_HOW_00087,The Battle Royal is a free for all versus mode in a wrestling ring for up to 4 players.,"Королевская битва доступна во многих режимах до 4-х игроков. Покажите, кто король ринга!",87,88,,
504,133,Menu_Howtoplay_Slide9_Des_04,ME_HOW_00088,The players must beat each other in a dodge ball game for up to 4 players.,Сразитесь в вышибалу! Доступно до 4-х игроков.,74,46,,
505,2084,AttractMode_01,ME_ATT_00001,SCOTT PILGRIM IS IN LOVE WITH RAMONA FLOWERS,СКОТТ ПИЛИГРИМ ПО УШИ ВТЮРИЛСЯ В РАМОНУ ФЛАУЭРС,44,47,,
506,2087,AttractMode_02,ME_ATT_00002,BUT...,НО...,6,5,,
507,2090,AttractMode_03,ME_ATT_00003,HE MUST DEFEAT HER 7 EVIL EX-BOYFRIENDS!,СПЕРВА ОН ДОЛЖЕН ОДОЛЕТЬ ЕЁ 7 ЗЛЫХ БЫВШИХ!,40,42,,
508,2093,AttractMode_04,ME_ATT_00004,FIGHT!,В БОЙ!,6,6,,
509,2098,Menu_Helo_Options_Title,ME_HE1_00001,HELP & OPTIONS,ПОМОЩЬ И ОПЦИИ,14,14,,
510,2101,Menu_Help_Options_01,ME_HE1_00002,HOW TO PLAY,КАК ИГРАТЬ,11,10,,
511,2104,Menu_Help_Options_02,ME_HE1_00003,CONTROLS,УПРАВЛЕНИЕ,8,10,,
512,2107,Menu_Help_Options_03,ME_HE1_00004,SETTINGS,НАСТРОЙКИ,8,9,,
513,2110,Menu_Help_Options_04,ME_HE1_00005,CREDITS,ТИТРЫ,7,5,,
514,1261,Menu_Newmove_Message_01,ME_NEW_00046,NEW MOVE: <lf>TAP [B] WHEN ATTACKED,НОВЫЙ ПРИЁМ:<lf>ЖМИ [B] ДЛЯ ЗАЩИТЫ,35,34,,
515,1264,Menu_Newmove_Message_02,ME_NEW_00047,NEW MOVE:<lf>HOLD [Y] 2 SECONDS,НОВЫЙ ПРИЁМ:<lf>ДЕРЖИ [Y] 2 СЕКУНДЫ,31,35,,
516,1267,Menu_Newmove_Message_03,ME_NEW_00048,NEW MOVE:<lf>[X]/[Y] REPEATEDLY,НОВЫЙ ПРИЁМ:<lf>[X]/[Y] ПОВТОРНО,31,32,,
517,1270,Menu_Newmove_Message_04,ME_NEW_00049,NEW MOVE:<lf>ANY BUTTON WHILE FALLING,НОВЫЙ ПРИЁМ:<lf>ЖМИ КНОПКУ ПРИ ПАДЕНИИ,37,38,,
518,1276,Menu_Newmove_Message_05,ME_NEW_00050,NEW MOVE:<lf>WITH OBJECT,НОВЫЙ ПРИЁМ:<lf>С ПРЕДМЕТОМ,24,27,,
519,1279,Menu_Newmove_Message_06,ME_NEW_00051,NEW MOVE:<lf>IN MID-AIR,НОВЫЙ ПРИЁМ:<lf>В ВОЗДУХЕ,23,25,,
520,1282,Menu_Newmove_Message_07,ME_NEW_00052,NEW MOVE:<lf>NEAR DOWNED ENEMY,НОВЫЙ ПРИЁМ:<lf>РЯДОМ С ЛЕЖАЧИМ,30,31,,
521,1285,Menu_Newmove_Message_08,ME_NEW_00053,NEW MOVE:<lf>IN MID-AIR,НОВЫЙ ПРИЁМ:<lf>В ВОЗДУХЕ,23,25,,
522,1288,Menu_Newmove_Message_09,ME_NEW_00054,NEW MOVE:<lf>WHILE HOLDING [B],НОВЫЙ ПРИЁМ:<lf>ПОКА ДЕРЖИШЬ [B],30,32,,
523,1291,Menu_Newmove_Message_10,ME_NEW_00055,NEW MOVE:<lf>NEAR ENEMY,НОВЫЙ ПРИЁМ:<lf>РЯДОМ С ВРАГОМ,23,30,,
524,1294,Menu_Newmove_Message_11,ME_NEW_00056,NEW MOVE:<lf>RUN WITH OBJECT,НОВЫЙ ПРИЁМ:<lf>БЕГ С ПРЕДМЕТОМ,28,31,,
525,1297,Menu_Newmove_Message_12,ME_NEW_00057,NEW MOVE:<lf>NEAR ENEMY,НОВЫЙ ПРИЁМ:<lf>РЯДОМ С ВРАГОМ,23,30,,
526,891,Menu_Main_022,ME_MAI_00009,NETWORK GAME,ИГРА ПО ИНЕТУ,12,13,,
527,894,Menu_Main_042,ME_MAI_00010,TROPHIES,ТРОФЕИ,8,6,,
528,897,Menu_Main_072,ME_MAI_00011,EXIT,ВЫХОД,4,5,,
529,940,Menu_Characterselection_022,ME_CHA_00004,PRESS [X] TO JOIN,[X] - ВЛИТЬСЯ,17,13,,
530,830,Menu_Pausescreen_052,ME_PAU_00010,TROPHIES,ТРОФЕИ,8,6,,
531,1446,Menu_Xboxlivegame_Title2,ME_XBO_00005,NETWORK GAME,ИГРА ПО ИНЕТУ,12,13,,
532,2115,EndingTexts_ScotteEnding_Des,ME_END_00001,"AND SO...<lf> <lf>Scott was saddened by Ramona’s departure...<lf> <lf>...but only for a little while!<lf> <lf>Soon he was dating Knives, Kim and Envy... all at once!<lf> <lf>He was the happiest guy in the world!<lf> <lf>...OR WAS HE?<lf> <lf>THE END","ЗАТЕМ...<lf> <lf>Рамона уехала, оставив Скотта в печали...<lf> <lf>...но горевал он недолго!<lf> <lf>Вскоре Пилигрим уже мутил с Найвз, Ким и Энви... одновременно!<lf> <lf>Счастливейший парень на земле!<lf> <lf>...ИЛИ НЕТ?<lf> <lf>КОНЕЦ",249,236,,
533,2118,EndingTexts_RamonaEnding _Des,ME_END_00002,"AND SO...<lf> <lf>Despite the struggles that had brought them together,<lf> <lf>Scott and Ramona knew they had something special.<lf> <lf>Together, they headed into the future...<lf> <lf>...Ready for anything!<lf> <lf>CONGRATULATIONS!!!<lf> <lf>THE END","ЗАТЕМ...<lf> <lf>Несмотря на невзгоды, 
Скотт и Рамона вместе.<lf> <lf>В их союзе есть нечто особенное.<lf> <lf>Взявшись за руку, они спешат на встречу будущему...<lf> <lf>... готовые ко всему!<lf> <lf>ПОЗДРАВЛЯЕМ!!!<lf> <lf>КОНЕЦ",252,230,,
534,2121,EndTexts_KimEnding_Des,ME_END_00003,"AND SO...<lf> <lf>Kim walked toward Scott, smiling suggestively...<lf> <lf>Scott was nervous! What could she want?<lf> <lf>...But then she walked straight past him...<lf> <lf>...and walked into the sunset with Knives Chau.<lf> <lf>?!?!<lf> <lf>THE END","ЗАТЕМ...<lf> <lf>Ким направилась к Скотту, игриво улыбаясь...<lf> <lf>Скотт не находил себе места! Что ей нужно?<lf> <lf>...Но вдруг она прошла мимо...<lf> <lf>...ушла в закат под ручку с Найвз Чау.<lf> <lf>Чё за?!<lf> <lf>КОНЕЦ",251,228,,
535,2124,EndTexts_StephenStillsEnding_Des,ME_END_00004,"AND SO...<lf> <lf>Sex Bob-omb played a fantastic show!<lf> <lf>65,536 people cheered from the crowd!<lf> <lf>It was raining money! (For some reason...)<lf> <lf>They were signed to a record label for a million dollars!<lf> <lf>Maybe it was all a dream...<lf> <lf>THE END","ЗАТЕМ...<lf> <lf>Sex Bob-omb задали жару!<lf> <lf>65,536 оградили их овациями!<lf> <lf>Пошёл денежный дождь! (ни с того ни с сего...)<lf> <lf>Они подписали контракт с музыкальным лейблом на миллионы долларов!<lf> <lf>Может, это был лишь сон...<lf> <lf>КОНЕЦ",269,257,,
536,2127,EndTexts_NEGASCOTTEnding_Des,ME_END_00005,AND SO...<lf> <lf>NEGASCOTT smiled to himself...<lf> <lf>He was now the ruler of the entire universe.<lf> <lf>Everything was ruined! It was so great!<lf> <lf>He happily sent everyone off to the salt mines...<lf> <lf>What a big day! Phew! Time for bed!<lf> <lf>THE END,ЗАТЕМ...<lf> <lf>НЕГАСКОТТ улыбнулся...<lf> <lf>Теперь он властитель вселенной!<lf> <lf>Всё в труху и в руинах! Лучше и не придумать!<lf> <lf>Всех в соляные шахты! ...<lf> <lf>Продуктивный денёк! Фух! Теперь можно и подремать.<lf> <lf>КОНЕЦ,267,240,,
537,2130,EndTexts_KnivesChauEnding_Des,ME_END_00006,"AND SO...<lf> <lf>Knives jumped into Scott’s arms and kissed him!<lf> <lf>Suddenly, confetti fell from the sky...<lf> <lf>It was their wedding day! Knives looked lovely in her gown.<lf> <lf>All of Scott’s friends were there to see...<lf> <lf>Scott was very confused.<lf> <lf>THE END",ЗАТЕМ...<lf> <lf>Найвз прыгнула в объятия Скотта и поцеловала его!<lf> <lf>Откуда ни возьмись с неба посыпались конфетти...<lf> <lf>Это же их свадьба! Найвз в платье выглядела весьма очаровательно.<lf> <lf>И все друзья Скотта были здесь...<lf> <lf>А сам же он был крайне озадачен.<lf> <lf>КОНЕЦ,282,294,,
538,2135,MainCharacter_Scott Pilgrim_Des,ME_MCH_00001,Scott Pilgrim (23 years old)<lf>The world’s ultimate hero!<lf>RATING: Awesome!,Скотт Пилигрим (23 года)<lf>Величайший герой в мире!<lf>РЕЙТИНГ: Потрясающий!,78,77,,
539,2138,MainCharacter_KimPine _Des,ME_MCH_00002,Kim Pine (23 years old)<lf>The world’s angriest drummer!<lf>MOOD: Usually upset about something.,Ким Пайн (23 года)<lf>Самая мрачная барабанщица в мире!<lf>НАСТРОЕНИЕ: Вечно чем-то расстроена.,96,95,,
540,2141,MainCharacter_StephenStills _Des,ME_MCH_00003,Stephen Stills (22 years old)<lf>Sex Bob-omb’s glorious leader!<lf>TALENT: He doesn’t think so.,Стивен Стиллз (22 года)<lf>Крутецкий лидер Sex Bob-omb!<lf>ГЕНИЙ: Он так не считает.,95,84,,
541,2144,MainCharacter_RamonaFlowers_Des,ME_MCH_00004,Ramona Flowers (Age Unknown)<lf>Scott’s action-packed American girlfriend!<lf>HISTORY: Dated 7 evil dudes?!,Рамона Флауэрс (возраст ???)<lf>Оторва и девушка Скотта!<lf>СПРАВКА: Нажила 7 злых бывших?!,107,91,,
542,2147,MainCharacter_KnivesChau _Des,ME_MCH_00005,Knives Chau (17 years old)<lf>The world’s finest teenager!<lf>STATUS: A little bit crazy...,Найвз Чау (17 лет)<lf>Милейшая девчонка!<lf>СТАТУС: Немножко с придурью...,91,74,,
543,2150,MainCharacter_NEGASCOTT_Des,ME_MCH_00006,NEGASCOTT (23 years old)<lf>Scott Pilgrim’s evil twin!<lf>RATING: Negative Awesome!,НЕГАСКОТТ (23 года)<lf>Злой двойник Скотта Пилигрима!<lf>РЕЙТИНГ: Потрясно скверный!,83,84,,
544,2153,MainCharacter_MatthewPatel _Des,ME_MCH_00007,Matthew Patel (Age Unknown)<lf>Ramona’s FIRST evil ex-boyfriend!<lf>POWERS: Mystical.,Мэттью Пател (возраст неизвестен)<lf>ПЕРВЫЙ злой бывший Рамоны<lf>СИЛЫ: Мистические.,85,84,,
545,2156,MainCharacter_DemonHipsterChicks _Des,ME_MCH_00008,Demon Hipster Chicks (Immortal)<lf>Matthew Patel’s evil love slaves!<lf>POWERS: Fireballs! Watch out!,Демонические цыпы-хипстеры (бессмертны)<lf>Злые рабыни любви Пателя!<lf>Силы: Огненные шары! Берегись!,101,102,,
546,2159,MainCharacter_LucasLee _Des,ME_MCH_00009,Lucas Lee (Age Unknown)<lf>Ramona’s SECOND evil ex-boyfriend!<lf>POWERS: Look him up on IMDB...,Лукас Ли (возраст неизвестен)<lf>ВТОРОЙ злой бывший Рамоны!<lf>СИЛЫ: да ты на IMDB загляни...,95,93,,
547,2162,MainCharacter_EnvyAdams _Des,ME_MCH_00010,Envy Adams (24 years old)<lf>Scott’s ex-girlfriend. She broke his heart!<lf>RATING: 100%,Энви Адамс (24 года)<lf>Бывшая Скотта. Разбила ему сердце!<lf>РЕЙТИНГ: 100%,88,75,,
548,2165,MainCharacter_LynetteGuycott _Des,ME_MCH_00011,Lynette Guycott (Age Unknown)<lf>Evil drummer! Silent but deadly!<lf>POWERS: Unknown...,Линетт Гайкотт<lf>Злая барабанщица! Тихая и смертоносная!<lf>СИЛЫ: Неизвестно...,87,80,,
549,2168,MainCharacter_ToddIngram _Des,ME_MCH_00012,"Todd Ingram (Age Unknown)<lf>Ramona’s THIRD evil ex-boyfriend!<lf>DATING: Envy Adams. Cheating on her, too!",Тодд Ингрэм (возраст неизвестен)<lf>ТРЕТИЙ злой бывший Рамоны!<lf>МУТИТ: с Энви Адамс. Тоже ей изменяет!,107,104,,
550,2171,MainCharacter_RoxanneRichter _Des,ME_MCH_00013,Roxanne Richter (Age Unknown)<lf>Ramona’s FOURTH evil ex-boyfriend!<lf>GENDER: Female.,Роксана Рихтер (возраст неизвестен)<lf>ЧЕТВЁРТАЯ злая бывшая Рамоны!<lf>Пол: Девушка.,86,85,,
551,2174,MainCharacter_Robot-01_Des,ME_MCH_00014,Robot-01<lf>Invented by the Twins!<lf>SIZE: Small.,Робот-01<lf>Изобретён Близнецами!<lf>РАЗМЕР: Махонький.,50,55,,
552,2177,MainCharacter_SuperFightingRobot _Des,ME_MCH_00015,Super Fighting Robot <lf>Invented by the Twins!<lf>SIZE: Maximum!!!,Супер боевой Робот <lf>Изобретён Близнецами!<lf>РАЗМЕР: Куда больше?!,67,69,,
553,2180,MainCharacter_Kyle K and Kevin K_Des,ME_MCH_00016,Kyle K. and Kevin K. (Age Unknown)<lf>Ramona’s FOURTH and FIFTH evil ex-boyfriends!<lf>POWERS: Being Japanese...,Кайл К. и Кевин К. (возраст неизвестен)<lf>ПЯТЫЙ и ШЕСТОЙ злые бывшие Рамоны!<lf>СИЛЫ: Азиаты (японцы)...,112,105,,
554,2183,MainChararcter_SuperGideonGraves _Des,ME_MCH_00017,Super Gideon Graves <lf>Ramona’s SEVENTH evil ex-boyfriend?!<lf>POWERS: Just look at him!,Супер Гидеон Грейвс<lf>СЕДЬМОЙ злой бывший Рамоны!<lf>СИЛЫ: Да ты взгляни на него!,89,82,,
555,2186,MainCharacter_GigadeonGraves_Des,ME_MCH_00018,Gigadeon Graves<lf>Ramona dated this guy?!<lf>POWERS: Undefeatable!!!,Гигадеон Грейвс<lf>И с ним встречалась Рамона?!<lf>СИЛЫ: Непобедимый!!!,69,71,,
556,2189,MainCharacter_ROBOTGideonGraves _Des,ME_MCH_00019,(ROBOT)<lf>Gideon Graves (Age Unknown)<lf>Is this the real Gideon?!<lf>POWERS: Unknown...,(РОБОТ)<lf>Гидеон Грейвс (возраст неизвестен)<lf>Это его истинное лицо?!<lf>СИЛЫ: Неизвестны...,89,95,,
557,2192,MainCharacter_REALGideonGraves _Des,ME_MCH_00020,"(REAL)<lf>Gideon Graves (Age Unknown)<lf>It’s the real Gideon, for real this time!<lf>POWERS: He’s a jerk.",(ИСТИННЫЙ)<lf>Гидеон Грейвс (возраст неизвестен)<lf>На этот раз это точно Гидеон!<lf>Силы: Мудак.,106,97,,
558,867,Menu_Main_032,ME_MAI_00012,SCORE RANKING,РЕЙТИНГ,13,7,,
559,824,Menu_Pausescreen_042,ME_PAU_00011,SCORE RANKING,РЕЙТИНГ,13,7,,
560,2197,WORLD 1-1,ME_WOR_00001,WORLD 1.1 FROZEN SUBURBS,МИР 1.1 ЗАМЁРЗШИЙ ПРИГОРОД,24,26,,
561,2200,WORLD 1-2,ME_WOR_00002,WORLD 1.2 HILLCREST PARK,МИР 1.2 ПАРК ХИЛЛКРЕСТ,24,22,,
562,2203,WORLD 1-3,ME_WOR_00003,WORLD 1.3 SHOPPING DISTRICT,МИР 1.3 ТОРГОВЫЙ ЦЕНТР,27,22,,
563,2206,WORLD 1-4,ME_WOR_00004,WORLD 1.4 SUBSPACE HIGHWAY,МИР 1.4 ШОССЕ МЕЖ МИРАМИ,26,24,,
564,2209,WORLD 1-5,ME_WOR_00005,WORLD 1.5 THE ROKET,МИР 1.5 THE ROCKIT,19,18,,
565,2212,WORLD 2-1,ME_WOR_00006,WORLD 2.1 CASA LOMA'S FILM SET,МИР 2.1 КАСА ЛОМА (СЪЁМКИ),30,26,,
566,2215,WORLD 2-2,ME_WOR_00007,WORLD 2.1 CASA LOMA'S PARKING LOT,МИР 2.2 КАСА ЛОМА (ПАРКОВКА),33,28,,
567,2218,WORLD 3-1,ME_WOR_00008,WORLD 3.1 LEO'S PLACE,МИР 3.1 ДВОРЕЦ ЛИ,21,17,,
568,2221,WORLD 3-2,ME_WOR_00009,WORLD 3.2 THE MAIN STAGE,МИР 3.2 ГЛАВНАЯ СЦЕНА,24,21,,
569,2224,WORLD 3-3,ME_WOR_00010,WORLD 3.3 BACKSTAGE MAZE,МИР 3.3 ЛАБИРИНТ ЗАКУЛИСЬЯ,24,26,,
570,2227,WORLD 3-4,ME_WOR_00011,WORLD 3.4 LET'S TALK IT OUTSIDE,"МИР 3.4 ПОЙДЁМ, ВЫЙДЕМ",31,22,,
571,2230,WORLD 4-1,ME_WOR_00012,WORLD 4.1 TRANSIT,МИР 4.1 ПОЕЗДОЧКА,17,17,,
572,2233,WORLD 4-2,ME_WOR_00013,WORLD 4.2 THE FRYING TENGU,МИР 4.2 ПАЛЯЩИЙ ТЭНГУ,26,21,,
573,2236,WORLD 4-3,ME_WOR_00014,WORLD 4.3 SUBSPACE HIGHWAY,МИР 4.3 ШОССЕ МЕЖ МИРАМИ,26,24,,
574,2239,WORLD 4-4,ME_WOR_00015,WORLD 4.4 RAMONA'S BACKYARD,МИР 4.2 ЗАДВОРОК РАМОНЫ,27,23,,
575,2242,WORLD 5-1,ME_WOR_00016,WORLD 5.1 HALLOWEEN PARTY,МИР 5.1 ТУСА В ХЭЛЛОУИН,25,23,,
576,2245,WORLD 5-2,ME_WOR_00017,WORLD 5.2 ROBOT-01 JOINED THE PARTY,МИР 5.2 РОБОТ-01 ВЛЕТАЕТ НА ТУСУ!,35,33,,
577,2248,WORLD 5-3,ME_WOR_00018,WORLD 5.3 FIRE ESCAPE,МИР 5.3 ПОЖАРНЫЙ ВЫХОД,21,22,,
578,2251,WORLD 5-4,ME_WOR_00019,WORLD 5.4 ROOFTOPS,МИР 5.4 КРЫШИ,18,13,,
579,2254,WORLD 5-5,ME_WOR_00020,WORLD 5.5 DRAGONS' DEN,МИР 5.5 ДОМ ДРАКОНОВ,22,20,,
580,2257,WORLD 5-6,ME_WOR_00021,WORLD 5.6 THE TWINS' LAIR,МИР 5.6 ЛОГОВО БЛИЗНЕЦОВ,25,24,,
581,2260,WORLD 6-1,ME_WOR_00022,WORLD 6.1 THE PARK,МИР 6.1 ПАРК,18,12,,
582,2263,WORLD 6-2,ME_WOR_00023,WORLD 6.2 EERIE FOREST,МИР 6.2 ЗЛОВЕЩИЙ ЛЕС,22,20,,
583,2266,WORLD 7-1,ME_WOR_00024,WORLD 7.1 CHAOS THEATRE ELEVATOR,"МИР 7.1 ЛИФТ В ТЕАТРЕ ""ХАОСА""",32,29,,
584,2269,WORLD 7-2,ME_WOR_00025,WORLD 7.2 PLEASURE PALACE,МИР 7.2 ДВОРЕЦ ГЕДОНИИ,25,22,,
585,2272,WORLD 7-3,ME_WOR_00026,WORLD 7.3 SUBSPACE HIGHWAY?,МИР 7.3 ШОССЕ МЕЖ МИРАМИ,27,24,,
586,2275,WORLD 7-4,ME_WOR_00027,WORLD 7.4 GIDEON IS BIG,МИР 7.4 МАХИНА ГИДЕОН,23,21,,
587,2278,WORLD 7-5,ME_WOR_00028,WORLD 7.5 FINAL STAGE: TECHNO BASE,МИР 7.5 ФИНАЛ: ТЕХНОБАЗА,34,24,,
588,2281,WORLD 7-6,ME_WOR_00029,WORLD 7.6 THE DANGER ROOM,МИР 7.6 ОПАСНАЯ КОМНАТА,25,23,,
589,1273,Menu_Newmove_Message_042,ME_NEW_00058,NEW MOVE:<lf>ANY BUTTON WHILE FALLING,НОВЫЙ ПРИЁМ:<lf>ЖМИ КНОПКУ ПРИ ПАДЕНИИ,37,38,,
590,2286,RichPresence_01,ME_REA_00001,Playing World,"Играют в ""Историю""",13,18,,
591,2289,RichPresence_02,ME_REA_00002,Playing Boss Rush,"Играют в ""Зарубу""",17,17,,
592,2292,RichPresence_03,ME_REA_00003,Playing Survival Horror,"Играют в ""Выживание""",23,20,,
593,2295,RichPresence_04,ME_REA_00004,Single-player,В одиночку,13,10,,
594,2298,RichPresence_05,ME_REA_00005,Multiplayer coop,Кооп по инету,16,13,,
595,2301,RichPresence_06,ME_REA_00006,Fighting Matthew Patel,Бьют Мэттью Пателя,22,18,,
596,2304,RichPresence_07,ME_REA_00007,Fighting Lucas Lee,Бьют Лукаса Ли,18,14,,
597,2307,RichPresence_08,ME_REA_00008,Fighting Todd Ingram,Бьют Тодда Ингрэма,20,18,,
598,2310,RichPresence_09,ME_REA_00009,Fighting Roxy,Бьют Рокси,13,10,,
599,2313,RichPresence_10,ME_REA_00010,Fighting The Twins,Бьют Близнецов,18,14,,
600,2316,RichPresence_11,ME_REA_00011,Fighting Gideon,Бьют Гидеона,15,12,,
601,2319,RichPresence_12,ME_REA_00012,Fighting Mr. Chau,Бьют Мистера Чау,17,16,,
602,2322,RichPresence_13,ME_REA_00013,Playing Dodge Ball,Играют в вышибалу,18,17,,
603,2325,RichPresence_14,ME_REA_00014,World Cup Player,Игрок кубка мира,16,16,,
604,2328,RichPresence_15,ME_REA_00015,Players VS,Игрок VS,10,8,,
605,2331,RichPresence_16,ME_REA_00016,Playing Battle Royal,"Играют в ""Королевскую битву""",20,28,,
606,2334,RichPresence_17,ME_REA_00017,Championship Player,Игрок чемпионата,19,16,,
607,2337,RichPresence_18,ME_REA_00018,World Cup Players,Игроки кубка мира,17,17,,
608,2340,RichPresence_19,ME_REA_00019,Championship Players,Игроки чемпионата,20,17,,
609,2343,RichPresence_20,ME_REA_00020,Navigating Menus,Зависают в меню,16,15,,
610,2351,ExtraGameModles_Leaderboards_BOSS_RUSH,ME_EGM_00001,BOSS RUSH,ЗАРУБА,9,6,,
611,2354,ExtraGameModes_Leaderboards_SURVIVAL_HORROR,ME_EGM_00002,SURVIVAL HORROR,ВЫЖИВАНИЕ,15,9,,
612,2363,ExtraGameModles_01,ME_EGM_00003,SUCCESS!,УСПЕХ!,8,6,,
613,2366,ExtraGameModes_02,ME_EGM_00004,FAILURE!,ПРОВАЛ!,8,7,,
614,2369,ExtraGameModes_03,ME_EGM_00005,READY!,ГОТОВЬСЯ!,6,9,,
615,2372,ExtraGameModes_04,ME_EGM_00006,START!,ПОГНАЛИ!,6,8,,
616,2375,ExtraGameModes_05,ME_EGM_00007,ROUND X,РАУНД X,7,7,,
617,2378,ExtraGameModes_06,ME_EGM_00008,WINNER!,ПОБЕДИТЕЛЬ!,7,11,,
618,2381,ExtraGameModes_07,ME_EGM_00009,LOSER!,ПРОИГРАВШИЙ!,6,12,,
619,2384,ExtraGameModes_08,ME_EGM_00010,YOU WIN!,ПОБЕДА!,8,7,,
620,2387,ExtraGameModes_09,ME_EGM_00011,YOU LOSE!,ПРОИГРЫШ!,9,9,,
621,2390,ExtraGameModes_10,ME_EGM_00012,MATCH X,БОЙ Х,7,5,,
622,2393,ExtraGameModes_11,ME_EGM_00013,FIGHT!,МОЧИ!,6,5,,
623,2396,ExtraGameModes_12,ME_EGM_00014,(character's names)+WIN!,(character's names)+ПОБЕДА!,24,27,,
624,903,Menu_Main_STORY_MODE,ME_MAI_00013,STORY MODE,РЕЖИМ ИСТОРИИ,10,13,,
625,906,Menu_Main_EXTRA_GAME_MODES,ME_MAI_00014,EXTRA GAME MODES,ДОП. РЕЖИМЫ ИГРЫ,16,16,,
626,2399,Title_EXTRA_GAME_MODES,ME_EGM_00015,EXTRA GAME MODES,ДОП. РЕЖИМЫ ИГРЫ,16,16,,
627,2402,Menu_Option_BOSS_RUSH,ME_EGM_00016,BOSS RUSH,ЗАРУБА,9,6,,
628,2405,Menu_Option_SURVIVAL_HORROR,ME_EGM_00017,SURVIVAL HORROR,ВЫЖИВАНИЕ,15,9,,
629,2408,Menu_Option_BATTLE_ROYAL,ME_EGM_00018,BATTLE ROYAL,КОРОЛЕВСКАЯ БИТВА,12,17,,
630,2411,Menu_Option_DODGE_BALL,ME_EGM_00019,DODGE BALL,ВЫШИБАЛА,10,8,,
631,2357,ExtraGameModes_Leaderboards_BATTLE_ROYAL,ME_EGM_00020,BATTLE ROYAL,КОРОЛЕВСКАЯ БИТВА,12,17,,
632,2360,ExtraGameModes_Leaderboards_DODGE_BALL,ME_EGM_00021,DODGE BALL,ВЫШИБАЛА,10,8,,
633,2443,UBISOFT PRESENTS,ME_CED_00001,UBISOFT PRESENTS,UBISOFT PRESENTS,16,16,,
